Banco;Data_Compensacao;Descricao_Banco;Valor_Recebido
Itaú;2026-04-29;DOC EMPRESA 12433;1066.38
Itaú;2026-04-29;TED EMPRESA 23707;2396.47
Itaú;2026-04-29;PIX EMPRESA 80591;4510.5
Itaú;2026-04-29;TED EMPRESA 4442;4383.3
Itaú;2026-04-29;PIX EMPRESA 28359;3349.47
Itaú;2026-04-29;PIX EMPRESA 68617;4806.08
Itaú;2026-04-29;TED EMPRESA 72153;2501.0
Itaú;2026-04-29;PIX EMPRESA 74873;4230.62
Itaú;2026-04-29;DOC EMPRESA 76845;2128.51
Itaú;2026-04-29;PIX EMPRESA 19413;2039.44
Itaú;2026-04-29;TED EMPRESA 75878;4565.32
Itaú;2026-04-29;PIX EMPRESA 45734;3290.89
Itaú;2026-04-29;TED EMPRESA 67790;1897.13
Itaú;2026-04-29;DOC EMPRESA 13567;184.97
Itaú;2026-04-29;PIX EMPRESA 67729;3631.95
Itaú;2026-04-29;TED EMPRESA 77967;3284.82
Itaú;2026-04-29;DOC EMPRESA 93463;4053.93
Itaú;2026-04-29;TED EMPRESA 54205;4981.38
Itaú;2026-04-29;PIX EMPRESA 94633;651.93
Itaú;2026-04-29;TED EMPRESA 63571;750.52
Itaú;2026-04-29;DOC EMPRESA 2855;2726.33
Itaú;2026-04-29;TED EMPRESA 67083;4744.86
Itaú;2026-04-29;PIX EMPRESA 29576;2823.4
Itaú;2026-04-29;TED EMPRESA 77293;1978.95
Itaú;2026-04-29;DOC EMPRESA 64308;2034.4
Itaú;2026-04-29;DOC EMPRESA 13309;4597.92
Itaú;2026-04-29;DOC EMPRESA 75134;4771.72
Itaú;2026-04-29;TED EMPRESA 26591;2185.31
Itaú;2026-04-29;DOC EMPRESA 78954;3516.45
Itaú;2026-04-29;TED EMPRESA 700;505.71
Itaú;2026-04-29;TED EMPRESA 62358;4381.97
Itaú;2026-04-29;DOC EMPRESA 25282;4251.07
Itaú;2026-04-29;PIX EMPRESA 13153;3171.83
Itaú;2026-04-29;TED EMPRESA 7402;590.55
Itaú;2026-04-29;TED EMPRESA 36601;2421.47
Itaú;2026-04-29;TED EMPRESA 78565;3748.49
Itaú;2026-04-29;PIX EMPRESA 44834;1900.25
Itaú;2026-04-29;TED EMPRESA 60149;4799.13
Itaú;2026-04-29;DOC EMPRESA 97233;3620.11
Itaú;2026-04-29;TED EMPRESA 44889;3128.73
Itaú;2026-04-29;DOC EMPRESA 85610;1640.55
Itaú;2026-04-29;DOC EMPRESA 32489;1002.4
Itaú;2026-04-29;PIX EMPRESA 38302;1814.48
Itaú;2026-04-29;DOC EMPRESA 54265;1907.04
Itaú;2026-04-29;PIX EMPRESA 14823;3147.65
Itaú;2026-04-29;DOC EMPRESA 15008;3865.35
Itaú;2026-04-29;TED EMPRESA 59870;3593.71
Itaú;2026-04-29;TED EMPRESA 74586;1194.94
Itaú;2026-04-29;TED EMPRESA 72506;3555.65
Itaú;2026-04-29;DOC EMPRESA 48914;486.99
Itaú;2026-04-29;DOC EMPRESA 47606;760.76
Itaú;2026-04-29;DOC EMPRESA 56974;3401.52
Itaú;2026-04-29;TED EMPRESA 70784;100.51
Itaú;2026-04-29;PIX EMPRESA 18256;819.06
Itaú;2026-04-29;TED EMPRESA 66280;2120.05
Itaú;2026-04-29;DOC EMPRESA 3311;885.58
Itaú;2026-04-29;DOC EMPRESA 8792;2067.4
Itaú;2026-04-29;DOC EMPRESA 4734;772.81
Itaú;2026-04-29;TED EMPRESA 60592;334.21
Itaú;2026-04-29;DOC EMPRESA 68313;4563.8
Itaú;2026-04-29;TED EMPRESA 14462;2743.01
Itaú;2026-04-29;TED EMPRESA 24740;3421.9
Itaú;2026-04-29;TED EMPRESA 6969;4724.56
Itaú;2026-04-29;DOC EMPRESA 19489;988.07
Itaú;2026-04-29;PIX EMPRESA 37990;1441.09
Itaú;2026-04-29;PIX EMPRESA 40008;2565.24
Itaú;2026-04-29;DOC EMPRESA 24782;275.4
Itaú;2026-04-29;DOC EMPRESA 6854;1569.58
Itaú;2026-04-29;TED EMPRESA 72798;1994.85
Itaú;2026-04-29;TED EMPRESA 61472;2509.61
Itaú;2026-04-29;DOC EMPRESA 74079;1434.15
Itaú;2026-04-29;DOC EMPRESA 46421;1386.43
Itaú;2026-04-29;DOC EMPRESA 7191;3244.93
Itaú;2026-04-29;DOC EMPRESA 75794;4109.04
Itaú;2026-04-29;PIX EMPRESA 51329;2276.01
Itaú;2026-04-29;TED EMPRESA 26705;4487.38
Itaú;2026-04-29;TED EMPRESA 19776;2410.2
Itaú;2026-04-29;PIX EMPRESA 42281;3902.39
Itaú;2026-04-29;PIX EMPRESA 87369;2751.72
Itaú;2026-04-29;PIX EMPRESA 93400;2910.66
Itaú;2026-04-29;TED EMPRESA 83543;3926.05
Itaú;2026-04-29;PIX EMPRESA 82696;4211.2
Itaú;2026-04-29;DOC EMPRESA 83339;2104.11
Itaú;2026-04-29;PIX EMPRESA 25469;3123.2
Itaú;2026-04-29;DOC EMPRESA 82192;4262.74
Itaú;2026-04-29;DOC EMPRESA 95634;3606.57
Itaú;2026-04-29;PIX EMPRESA 63179;4391.42
Itaú;2026-04-29;PIX EMPRESA 904;556.47
Itaú;2026-04-29;DOC EMPRESA 10149;3288.44
Itaú;2026-04-29;TED EMPRESA 21024;4356.29
Itaú;2026-04-29;DOC EMPRESA 38546;1511.1
Itaú;2026-04-29;PIX EMPRESA 3021;3706.34
Itaú;2026-04-29;PIX EMPRESA 8921;1532.05
Itaú;2026-04-29;TED EMPRESA 62183;4317.0
Itaú;2026-04-29;TED EMPRESA 28052;2027.68
Itaú;2026-04-29;TED EMPRESA 98885;2773.28
Itaú;2026-04-29;PIX EMPRESA 99386;463.22
Itaú;2026-04-29;TED EMPRESA 23548;4995.72
Itaú;2026-04-29;PIX EMPRESA 19072;3774.99
Itaú;2026-04-29;PIX EMPRESA 33315;1989.15
Itaú;2026-04-29;DOC EMPRESA 39112;3560.22
Itaú;2026-04-29;DOC EMPRESA 60639;3344.3
Itaú;2026-04-29;TED EMPRESA 30082;4592.34
Itaú;2026-04-29;DOC EMPRESA 96599;910.59
Itaú;2026-04-29;TED EMPRESA 72494;4116.03
Itaú;2026-04-29;DOC EMPRESA 35715;1165.8
Itaú;2026-04-29;PIX EMPRESA 63915;3573.11
Itaú;2026-04-29;PIX EMPRESA 29756;2747.37
Itaú;2026-04-29;DOC EMPRESA 91697;2360.0
Itaú;2026-04-29;PIX EMPRESA 54272;1051.81
Itaú;2026-04-29;PIX EMPRESA 33393;4671.54
Itaú;2026-04-29;PIX EMPRESA 34232;3448.4
Itaú;2026-04-29;TED EMPRESA 92890;4938.6
Itaú;2026-04-29;PIX EMPRESA 6128;4760.52
Itaú;2026-04-29;DOC EMPRESA 68299;4787.17
Itaú;2026-04-29;DOC EMPRESA 929;1424.74
Itaú;2026-04-29;DOC EMPRESA 1102;929.68
Itaú;2026-04-29;PIX EMPRESA 97368;3521.16
Itaú;2026-04-29;DOC EMPRESA 7522;396.96
Itaú;2026-04-29;TED EMPRESA 12747;3034.16
Itaú;2026-04-29;TED EMPRESA 69875;2360.02
Itaú;2026-04-29;DOC EMPRESA 4404;411.09
Itaú;2026-04-29;DOC EMPRESA 82941;2192.38
Itaú;2026-04-29;PIX EMPRESA 17697;1318.14
Itaú;2026-04-29;DOC EMPRESA 29686;2389.31
Itaú;2026-04-29;DOC EMPRESA 30668;4147.23
Itaú;2026-04-29;TED EMPRESA 22902;4111.6
Itaú;2026-04-29;DOC EMPRESA 97901;1947.82
Itaú;2026-04-29;PIX EMPRESA 10421;4990.06
Itaú;2026-04-29;TED EMPRESA 78821;2001.14
Itaú;2026-04-29;TED EMPRESA 76686;3932.24
Itaú;2026-04-29;PIX EMPRESA 23233;525.95
Itaú;2026-04-29;DOC EMPRESA 83212;3918.57
Itaú;2026-04-29;TED EMPRESA 80345;4395.84
Itaú;2026-04-29;TED EMPRESA 67904;577.64
Itaú;2026-04-29;DOC EMPRESA 33688;2409.76
Itaú;2026-04-29;PIX EMPRESA 34792;3884.49
Itaú;2026-04-29;TED EMPRESA 21100;4537.81
Itaú;2026-04-29;TED EMPRESA 18980;4337.23
Itaú;2026-04-29;TED EMPRESA 82773;1182.22
Itaú;2026-04-29;TED EMPRESA 21910;3892.79
Itaú;2026-04-29;TED EMPRESA 47909;4893.64
Itaú;2026-04-29;PIX EMPRESA 14318;2456.05
Itaú;2026-04-29;TED EMPRESA 25183;1336.44
Itaú;2026-04-29;DOC EMPRESA 45681;4057.63
Itaú;2026-04-29;PIX EMPRESA 57604;235.75
Itaú;2026-04-29;DOC EMPRESA 48273;4145.2
Itaú;2026-04-29;DOC EMPRESA 63109;4623.85
Itaú;2026-04-29;DOC EMPRESA 21193;1186.64
Itaú;2026-04-29;DOC EMPRESA 23573;1546.87
Itaú;2026-04-29;DOC EMPRESA 91527;3902.18
Itaú;2026-04-29;DOC EMPRESA 1230;1576.59
Itaú;2026-04-29;DOC EMPRESA 2282;399.13
Itaú;2026-04-29;DOC EMPRESA 90225;146.95
Itaú;2026-04-29;DOC EMPRESA 1996;477.82
Itaú;2026-04-29;DOC EMPRESA 76834;2921.93
Itaú;2026-04-29;DOC EMPRESA 60446;2681.53
Itaú;2026-04-29;PIX EMPRESA 8329;2172.86
Itaú;2026-04-29;PIX EMPRESA 30392;1593.57
Itaú;2026-04-29;DOC EMPRESA 7551;1697.25
Itaú;2026-04-29;TED EMPRESA 62408;971.6
Itaú;2026-04-29;TED EMPRESA 52177;3841.45
Itaú;2026-04-29;TED EMPRESA 44125;161.27
Itaú;2026-04-29;TED EMPRESA 63676;4455.11
Itaú;2026-04-29;TED EMPRESA 62285;1157.69
Itaú;2026-04-29;PIX EMPRESA 16650;3330.99
Itaú;2026-04-29;DOC EMPRESA 25425;409.44
Itaú;2026-04-29;DOC EMPRESA 79726;2863.13
Itaú;2026-04-29;DOC EMPRESA 82290;141.79
Itaú;2026-04-29;DOC EMPRESA 14974;3855.59
Itaú;2026-04-29;TED EMPRESA 16896;1456.76
Itaú;2026-04-29;PIX EMPRESA 87352;2711.7
Itaú;2026-04-29;TED EMPRESA 41366;2058.95
Itaú;2026-04-29;DOC EMPRESA 75611;4562.45
Itaú;2026-04-29;TED EMPRESA 81198;1280.43
Itaú;2026-04-29;PIX EMPRESA 3026;3881.09
Itaú;2026-04-29;DOC EMPRESA 78072;4406.42
Itaú;2026-04-29;PIX EMPRESA 87151;4275.51
Itaú;2026-04-29;DOC EMPRESA 69747;840.55
Itaú;2026-04-29;PIX EMPRESA 90838;1590.49
Itaú;2026-04-29;PIX EMPRESA 4584;851.16
Itaú;2026-04-29;PIX EMPRESA 20412;1371.03
Itaú;2026-04-29;DOC EMPRESA 81985;4422.25
Itaú;2026-04-29;TED EMPRESA 5393;2301.02
Itaú;2026-04-29;PIX EMPRESA 95148;4598.72
Itaú;2026-04-29;TED EMPRESA 80915;221.98
Itaú;2026-04-29;PIX EMPRESA 55956;1414.45
Itaú;2026-04-29;PIX EMPRESA 57636;926.02
Itaú;2026-04-29;PIX EMPRESA 10711;2678.22
Itaú;2026-04-29;PIX EMPRESA 89214;3690.68
Itaú;2026-04-29;DOC EMPRESA 18596;4296.26
Itaú;2026-04-29;PIX EMPRESA 32832;4715.33
Itaú;2026-04-29;PIX EMPRESA 15433;2601.14
Itaú;2026-04-29;DOC EMPRESA 39571;3358.57
Itaú;2026-04-29;DOC EMPRESA 92266;3458.43
Itaú;2026-04-29;TED EMPRESA 27845;2091.91
Itaú;2026-04-29;TED EMPRESA 51049;1180.51
Itaú;2026-04-29;PIX EMPRESA 49908;2756.9
Itaú;2026-04-29;DOC EMPRESA 24590;1073.56
Itaú;2026-04-29;TED EMPRESA 35202;4810.97
Itaú;2026-04-29;TED EMPRESA 18024;2172.76
Itaú;2026-04-29;PIX EMPRESA 14049;4286.85
Itaú;2026-04-29;PIX EMPRESA 73978;3141.76
Itaú;2026-04-29;TED EMPRESA 62236;2620.57
Itaú;2026-04-29;DOC EMPRESA 33956;487.06
Itaú;2026-04-29;DOC EMPRESA 37763;4215.57
Itaú;2026-04-29;DOC EMPRESA 16126;3622.03
Itaú;2026-04-29;DOC EMPRESA 77652;1911.36
Itaú;2026-04-29;TED EMPRESA 34806;1228.59
Itaú;2026-04-29;DOC EMPRESA 20379;1528.68
Itaú;2026-04-29;DOC EMPRESA 74157;420.4
Itaú;2026-04-29;PIX EMPRESA 75127;3306.15
Itaú;2026-04-29;PIX EMPRESA 76234;1151.17
Itaú;2026-04-29;PIX EMPRESA 94946;574.81
Itaú;2026-04-29;DOC EMPRESA 23951;1315.82
Itaú;2026-04-29;PIX EMPRESA 52313;1674.32
Itaú;2026-04-29;DOC EMPRESA 73869;1798.84
Itaú;2026-04-29;PIX EMPRESA 36902;190.54
Itaú;2026-04-29;PIX EMPRESA 45116;2078.33
Itaú;2026-04-29;DOC EMPRESA 91485;3261.75
Itaú;2026-04-29;TED EMPRESA 24722;4116.61
Itaú;2026-04-29;PIX EMPRESA 23912;3382.91
Itaú;2026-04-29;PIX EMPRESA 82993;1884.97
Itaú;2026-04-29;PIX EMPRESA 10697;455.36
Itaú;2026-04-29;TED EMPRESA 27193;3457.71
Itaú;2026-04-29;PIX EMPRESA 79861;2450.41
Itaú;2026-04-29;TED EMPRESA 52140;2273.47
Itaú;2026-04-29;PIX EMPRESA 99468;1736.74
Itaú;2026-04-29;TED EMPRESA 92280;1267.5
Itaú;2026-04-29;PIX EMPRESA 48118;1550.79
Itaú;2026-04-29;PIX EMPRESA 31941;3778.48
Itaú;2026-04-29;TED EMPRESA 66858;4472.78
Itaú;2026-04-29;DOC EMPRESA 90640;280.93
Itaú;2026-04-29;TED EMPRESA 8891;1723.49
Itaú;2026-04-29;DOC EMPRESA 1991;4613.32
Itaú;2026-04-29;DOC EMPRESA 59565;4137.26
Itaú;2026-04-29;PIX EMPRESA 17833;3745.77
Itaú;2026-04-29;TED EMPRESA 5405;3061.61
Itaú;2026-04-29;TED EMPRESA 94071;4151.55
Itaú;2026-04-29;TED EMPRESA 38828;4576.19
Itaú;2026-04-29;PIX EMPRESA 29743;4774.19
Itaú;2026-04-29;TED EMPRESA 1031;1360.08
Itaú;2026-04-29;PIX EMPRESA 56246;4424.13
Itaú;2026-04-29;DOC EMPRESA 56826;4456.86
Itaú;2026-04-29;PIX EMPRESA 90363;4532.16
Itaú;2026-04-29;DOC EMPRESA 96621;1324.94
Itaú;2026-04-29;TED EMPRESA 80143;2291.75
Itaú;2026-04-29;TED EMPRESA 93153;1355.92
Itaú;2026-04-29;DOC EMPRESA 27577;2043.32
Itaú;2026-04-29;PIX EMPRESA 50734;478.99
Itaú;2026-04-29;PIX EMPRESA 93711;2779.46
Itaú;2026-04-29;DOC EMPRESA 96895;2105.06
Itaú;2026-04-29;TED EMPRESA 7268;2808.41
Itaú;2026-04-29;TED EMPRESA 50097;3829.16
Itaú;2026-04-29;TED EMPRESA 69100;3722.91
Itaú;2026-04-29;DOC EMPRESA 50261;2800.91
Itaú;2026-04-29;PIX EMPRESA 83513;4195.84
Itaú;2026-04-29;TED EMPRESA 26989;2108.04
Itaú;2026-04-29;DOC EMPRESA 22365;2180.41
Itaú;2026-04-29;DOC EMPRESA 92971;4176.07
Itaú;2026-04-29;PIX EMPRESA 65048;3236.07
Itaú;2026-04-29;DOC EMPRESA 53289;995.81
Itaú;2026-04-29;DOC EMPRESA 19799;2839.7
Itaú;2026-04-29;DOC EMPRESA 48857;4507.86
Itaú;2026-04-29;PIX EMPRESA 47845;2186.27
Itaú;2026-04-29;DOC EMPRESA 69046;2028.98
Itaú;2026-04-29;TED EMPRESA 16624;442.2
Itaú;2026-04-29;PIX EMPRESA 84820;3977.79
Itaú;2026-04-29;PIX EMPRESA 69807;873.68
Itaú;2026-04-29;DOC EMPRESA 42474;4348.26
Itaú;2026-04-29;DOC EMPRESA 49011;4605.64
Itaú;2026-04-29;PIX EMPRESA 80727;2921.31
Itaú;2026-04-29;DOC EMPRESA 8002;3512.45
Itaú;2026-04-29;TED EMPRESA 20987;4147.07
Itaú;2026-04-29;PIX EMPRESA 3564;562.14
Itaú;2026-04-29;PIX EMPRESA 88329;1117.98
Itaú;2026-04-29;TED EMPRESA 11226;4963.07
Itaú;2026-04-29;TED EMPRESA 26275;1956.45
Itaú;2026-04-29;DOC EMPRESA 79125;2065.79
Itaú;2026-04-29;DOC EMPRESA 6864;3106.41
Itaú;2026-04-29;DOC EMPRESA 5942;1655.64
Itaú;2026-04-29;DOC EMPRESA 38758;2779.32
Itaú;2026-04-29;TED EMPRESA 60376;1660.52
Itaú;2026-04-29;TED EMPRESA 96122;2672.03
Itaú;2026-04-29;DOC EMPRESA 44349;1161.59
Itaú;2026-04-29;TED EMPRESA 87804;480.65
Itaú;2026-04-29;DOC EMPRESA 30641;3795.17
Itaú;2026-04-29;PIX EMPRESA 85408;1507.74
Itaú;2026-04-29;DOC EMPRESA 56280;1138.91
Itaú;2026-04-29;DOC EMPRESA 632;3323.6
Itaú;2026-04-29;PIX EMPRESA 43059;4821.87
Itaú;2026-04-29;DOC EMPRESA 52679;770.4
Itaú;2026-04-29;DOC EMPRESA 29668;2860.88
Itaú;2026-04-29;PIX EMPRESA 2587;1809.51
Itaú;2026-04-29;DOC EMPRESA 75025;283.37
Itaú;2026-04-29;TED EMPRESA 61152;3229.83
Itaú;2026-04-29;PIX EMPRESA 37844;2179.2
Itaú;2026-04-29;TED EMPRESA 71351;3837.02
Itaú;2026-04-29;TED EMPRESA 82489;4247.29
Itaú;2026-04-29;PIX EMPRESA 68896;1917.94
Itaú;2026-04-29;PIX EMPRESA 20206;1187.46
Itaú;2026-04-29;TED EMPRESA 55966;4429.67
Itaú;2026-04-29;PIX EMPRESA 5987;2793.37
Itaú;2026-04-29;PIX EMPRESA 49605;1049.14
Itaú;2026-04-29;TED EMPRESA 26529;1908.22
Itaú;2026-04-29;PIX EMPRESA 98680;4817.61
Itaú;2026-04-29;DOC EMPRESA 82688;3317.9
Itaú;2026-04-29;TED EMPRESA 20610;3869.55
Itaú;2026-04-29;PIX EMPRESA 1215;3331.95
Itaú;2026-04-29;TED EMPRESA 46208;710.84
Itaú;2026-04-29;PIX EMPRESA 64601;4699.93
Itaú;2026-04-29;PIX EMPRESA 27464;943.7
Itaú;2026-04-29;TED EMPRESA 42968;4947.32
Itaú;2026-04-29;PIX EMPRESA 89008;457.12
Itaú;2026-04-29;TED EMPRESA 27382;4954.68
Itaú;2026-04-29;DOC EMPRESA 36453;1982.29
Itaú;2026-04-29;TED EMPRESA 83545;709.23
Itaú;2026-04-29;PIX EMPRESA 33232;3375.09
Itaú;2026-04-29;DOC EMPRESA 38622;1738.63
Itaú;2026-04-29;DOC EMPRESA 28680;4939.12
Itaú;2026-04-29;TED EMPRESA 6838;1531.35
Itaú;2026-04-29;DOC EMPRESA 62941;4106.87
Itaú;2026-04-29;DOC EMPRESA 96739;864.69
Itaú;2026-04-29;PIX EMPRESA 12379;4814.14
Itaú;2026-04-29;PIX EMPRESA 35635;702.05
Itaú;2026-04-29;DOC EMPRESA 42059;4956.08
Itaú;2026-04-29;DOC EMPRESA 8096;3451.61
Itaú;2026-04-29;DOC EMPRESA 52189;4339.63
Itaú;2026-04-29;PIX EMPRESA 99032;4745.36
Itaú;2026-04-29;DOC EMPRESA 28545;876.86
Itaú;2026-04-29;DOC EMPRESA 70021;2954.34
Itaú;2026-04-29;PIX EMPRESA 4318;2184.13
Itaú;2026-04-29;DOC EMPRESA 42125;3283.06
Itaú;2026-04-29;PIX EMPRESA 41425;611.94
Itaú;2026-04-29;DOC EMPRESA 68842;2989.96
Itaú;2026-04-29;TED EMPRESA 40398;4070.33
Itaú;2026-04-29;DOC EMPRESA 29729;438.88
Itaú;2026-04-29;TED EMPRESA 3038;2658.1
Itaú;2026-04-29;PIX EMPRESA 9999;4629.39
Itaú;2026-04-29;PIX EMPRESA 63024;1039.57
Itaú;2026-04-29;DOC EMPRESA 75275;3090.79
Itaú;2026-04-29;PIX EMPRESA 44537;4633.27
Itaú;2026-04-29;TED EMPRESA 52554;3402.07
Itaú;2026-04-29;DOC EMPRESA 19082;3169.57
Itaú;2026-04-29;PIX EMPRESA 23436;2757.5
Itaú;2026-04-29;PIX EMPRESA 93392;1558.42
Itaú;2026-04-29;PIX EMPRESA 3409;3017.96
Itaú;2026-04-29;PIX EMPRESA 86973;4756.57
Itaú;2026-04-29;DOC EMPRESA 71743;3791.53
Itaú;2026-04-29;TED EMPRESA 32918;3119.64
Itaú;2026-04-29;PIX EMPRESA 89370;3980.16
Itaú;2026-04-29;TED EMPRESA 53352;527.88
Itaú;2026-04-29;TED EMPRESA 70551;3093.09
Itaú;2026-04-29;DOC EMPRESA 28513;4260.1
Itaú;2026-04-29;TED EMPRESA 81722;2242.39
Itaú;2026-04-29;PIX EMPRESA 97566;4842.18
Itaú;2026-04-29;PIX EMPRESA 51039;1638.71
Itaú;2026-04-29;TED EMPRESA 3423;4683.02
Itaú;2026-04-29;DOC EMPRESA 66489;3175.7
Itaú;2026-04-29;PIX EMPRESA 67633;4794.49
Itaú;2026-04-29;PIX EMPRESA 80124;2162.7
Itaú;2026-04-29;TED EMPRESA 22503;3893.52
Itaú;2026-04-29;DOC EMPRESA 92821;4543.7
Itaú;2026-04-29;DOC EMPRESA 1198;266.47
Itaú;2026-04-29;TED EMPRESA 72515;228.28
Itaú;2026-04-29;PIX EMPRESA 80946;2840.65
Itaú;2026-04-29;DOC EMPRESA 42297;730.64
Itaú;2026-04-29;TED EMPRESA 52335;1106.85
Itaú;2026-04-29;DOC EMPRESA 25958;3052.77
Itaú;2026-04-29;PIX EMPRESA 8122;3291.19
Itaú;2026-04-29;DOC EMPRESA 39747;2909.27
Itaú;2026-04-29;PIX EMPRESA 13778;464.54
Itaú;2026-04-29;PIX EMPRESA 12200;544.22
Itaú;2026-04-29;DOC EMPRESA 13090;1324.66
Itaú;2026-04-29;DOC EMPRESA 36243;1244.35
Itaú;2026-04-29;TED EMPRESA 74086;2181.87
Itaú;2026-04-29;TED EMPRESA 5379;1299.44
Itaú;2026-04-29;PIX EMPRESA 99847;3883.75
Itaú;2026-04-29;PIX EMPRESA 71250;1992.81
Itaú;2026-04-29;DOC EMPRESA 39104;1793.97
Itaú;2026-04-29;TED EMPRESA 6337;2009.99
Itaú;2026-04-29;TED EMPRESA 97243;1199.7
Itaú;2026-04-29;TED EMPRESA 32342;3183.8
Itaú;2026-04-29;TED EMPRESA 89450;4783.54
Itaú;2026-04-29;TED EMPRESA 63125;3026.65
Itaú;2026-04-29;PIX EMPRESA 5436;237.1
Itaú;2026-04-29;PIX EMPRESA 91229;3487.63
Itaú;2026-04-29;PIX EMPRESA 53384;4902.0
Itaú;2026-04-29;DOC EMPRESA 87743;1894.74
Itaú;2026-04-29;TED EMPRESA 46988;3532.18
Itaú;2026-04-29;DOC EMPRESA 81328;3582.62
Itaú;2026-04-29;TED EMPRESA 59409;967.05
Itaú;2026-04-29;DOC EMPRESA 15856;2213.25
Itaú;2026-04-29;DOC EMPRESA 82955;1868.63
Itaú;2026-04-29;TED EMPRESA 29735;521.79
Itaú;2026-04-29;PIX EMPRESA 74497;3815.15
Itaú;2026-04-29;PIX EMPRESA 62334;4578.3
Itaú;2026-04-29;DOC EMPRESA 98757;1647.6
Itaú;2026-04-29;PIX EMPRESA 74528;678.79
Itaú;2026-04-29;PIX EMPRESA 82662;1908.63
Itaú;2026-04-29;DOC EMPRESA 72353;802.79
Itaú;2026-04-29;DOC EMPRESA 44837;3873.74
Itaú;2026-04-29;TED EMPRESA 85603;3813.37
Itaú;2026-04-29;DOC EMPRESA 7619;3738.38
Itaú;2026-04-29;DOC EMPRESA 90419;4108.03
Itaú;2026-04-29;TED EMPRESA 11285;2902.64
Itaú;2026-04-29;DOC EMPRESA 30561;774.58
Itaú;2026-04-29;TED EMPRESA 57332;4229.57
Itaú;2026-04-29;DOC EMPRESA 15034;3421.55
Itaú;2026-04-29;PIX EMPRESA 16874;4804.17
Itaú;2026-04-29;PIX EMPRESA 31183;1305.29
Itaú;2026-04-29;PIX EMPRESA 12448;2509.79
Itaú;2026-04-29;TED EMPRESA 65122;1230.0
Itaú;2026-04-29;TED EMPRESA 49519;2361.26
Itaú;2026-04-29;TED EMPRESA 46171;4529.9
Itaú;2026-04-29;TED EMPRESA 23700;4507.08
Itaú;2026-04-29;DOC EMPRESA 28437;4508.75
Itaú;2026-04-29;PIX EMPRESA 60569;1254.84
Itaú;2026-04-29;DOC EMPRESA 24879;2398.11
Itaú;2026-04-29;PIX EMPRESA 43469;2996.58
Itaú;2026-04-29;PIX EMPRESA 28122;371.06
Itaú;2026-04-29;DOC EMPRESA 54807;3051.52
Itaú;2026-04-29;PIX EMPRESA 66828;253.59
Itaú;2026-04-29;TED EMPRESA 86952;229.48
Itaú;2026-04-29;PIX EMPRESA 38943;1551.02
Itaú;2026-04-29;DOC EMPRESA 3196;1395.89
Itaú;2026-04-29;TED EMPRESA 54293;1109.22
Itaú;2026-04-29;TED EMPRESA 93361;3848.25
Itaú;2026-04-29;TED EMPRESA 34089;3606.4
Itaú;2026-04-29;TED EMPRESA 51775;2714.66
Itaú;2026-04-29;TED EMPRESA 26362;4073.54
Itaú;2026-04-29;PIX EMPRESA 71933;3402.97
Itaú;2026-04-29;TED EMPRESA 63691;3184.3
Itaú;2026-04-29;DOC EMPRESA 79096;3676.97
Itaú;2026-04-29;DOC EMPRESA 67322;1922.35
Itaú;2026-04-29;TED EMPRESA 63607;1730.47
Itaú;2026-04-29;TED EMPRESA 34837;2314.28
Itaú;2026-04-29;TED EMPRESA 18192;2175.91
Itaú;2026-04-29;TED EMPRESA 64653;4673.84
Itaú;2026-04-29;PIX EMPRESA 33111;4453.11
Itaú;2026-04-29;TED EMPRESA 28412;1683.05
Itaú;2026-04-29;PIX EMPRESA 72464;750.2
Itaú;2026-04-29;DOC EMPRESA 65618;3472.14
Itaú;2026-04-29;DOC EMPRESA 79238;2448.75
Itaú;2026-04-29;PIX EMPRESA 31907;1643.55
Itaú;2026-04-29;DOC EMPRESA 44124;971.43
Itaú;2026-04-29;PIX EMPRESA 67792;906.4
Itaú;2026-04-29;PIX EMPRESA 38682;4507.89
Itaú;2026-04-29;PIX EMPRESA 53982;1985.43
Itaú;2026-04-29;DOC EMPRESA 84746;2981.07
Itaú;2026-04-29;DOC EMPRESA 17464;3287.84
Itaú;2026-04-29;DOC EMPRESA 86256;494.59
Itaú;2026-04-29;DOC EMPRESA 78751;3177.2
Itaú;2026-04-29;PIX EMPRESA 91835;2473.7
Itaú;2026-04-29;DOC EMPRESA 26559;4933.67
Itaú;2026-04-29;PIX EMPRESA 55609;4977.76
Itaú;2026-04-29;PIX EMPRESA 141;919.28
Itaú;2026-04-29;DOC EMPRESA 84654;2979.15
Itaú;2026-04-29;PIX EMPRESA 61446;882.86
Itaú;2026-04-29;PIX EMPRESA 19782;465.6
Itaú;2026-04-29;DOC EMPRESA 53652;1064.67
Itaú;2026-04-29;PIX EMPRESA 60046;4732.83
Itaú;2026-04-29;DOC EMPRESA 22465;4594.87
Itaú;2026-04-29;DOC EMPRESA 23285;4265.82
Itaú;2026-04-29;PIX EMPRESA 21257;3041.58
Itaú;2026-04-29;DOC EMPRESA 44006;4420.13
Itaú;2026-04-29;PIX EMPRESA 83719;1097.48
Itaú;2026-04-29;DOC EMPRESA 18349;4842.51
Itaú;2026-04-29;PIX EMPRESA 16205;1735.08
Itaú;2026-04-29;DOC EMPRESA 80135;4643.51
Itaú;2026-04-29;PIX EMPRESA 80987;3932.08
Itaú;2026-04-29;DOC EMPRESA 43109;4857.45
Itaú;2026-04-29;DOC EMPRESA 81597;496.33
